feature,precision
"['Volume', '경상수지', 'INDPRO']",0.222222222
"['Volume', '경상수지', 'PPIACO']",0.111111111
"['Volume', '경상수지', 'RMFSL']",0.222222222
"['Volume', '경상수지', 'CPIAUCSL']",0.194444444
"['Volume', '경상수지', 'HOUST']",0.2
"['Volume', '경상수지', 'HSN1F']",0.25
"['Volume', '경상수지', 'FEDFUNDS']",0.212121212
"['Volume', '경상수지', 'USSLIND']",0.066666667
"['Volume', '경상수지', 'TOTALSA']",0.166666667
"['Volume', '경상수지', 'UMCSENT']",0.071428571
"['Volume', '경상수지', '서울아파트매매가격지수']",0.142857143
"['Volume', '경상수지', 'AMBNS']",0.222222222
"['Volume', '경상수지', '자가주거비포함지수']",0.269230769
"['Volume', '경상수지', '자가주거비']",0.19047619
"['Volume', '경상수지', '수출물가지수']",0.2
"['Volume', '경상수지', 'EXJPUS']",0.25
"['Volume', '경상수지', 'EXKOUS']",0
"['Volume', '경상수지', 'EXCHUS']",0.142857143
"['Volume', '경상수지', 'XTEXVA01CNM667S']",0.230769231
"['Volume', '경상수지', '정책금리']",0.111111111
"['Volume', '경상수지', '통화량']",0.24
"['Volume', '경상수지', 'GACDFSA066MSFRBPHI']",0
"['Volume', '경상수지', 'XTIMVA01KRM667S']",0.285714286
"['Volume', '경상수지', 'KORPROINDMISMEI']",0.227272727
"['Volume', '경상수지', 'KORCPIALLMINMEI']",0.269230769
"['Volume', '경상수지', 'LRUNTTTTKRM156S']",0
"['Volume', '경상수지', '한국실업률']",0
"['Volume', '경상수지', 'IR3TCD01KRM156N']",0.2
"['Volume', '경상수지', '환율평균']",0.2
"['Volume', '상품수지', 'BAA']",0.2
"['Volume', '상품수지', 'UNRATE']",0.25
"['Volume', '상품수지', 'T10Y2YM']",0.166666667
"['Volume', '상품수지', 'NEWORDER']",0.2
"['Volume', '상품수지', 'CSUSHPINSA']",0.208333333
"['Volume', '상품수지', 'PCE']",0.181818182
"['Volume', '상품수지', 'LREMTTTTUSM156S']",0.21875
"['Volume', '상품수지', 'DGORDER']",0.210526316
"['Volume', '상품수지', 'TWEXBMTH']",0.181818182
"['Volume', '상품수지', 'UNRATENSA']",0.153846154
"['Volume', '상품수지', 'TCU']",0.153846154
"['Volume', '상품수지', 'INDPRO']",0.125
"['Volume', '상품수지', 'PPIACO']",0.083333333
"['Volume', '상품수지', 'RMFSL']",0.181818182
"['Volume', '상품수지', 'CPIAUCSL']",0.205882353
"['Volume', '상품수지', 'HOUST']",0.192307692
"['Volume', '상품수지', 'HSN1F']",0.1875
"['Volume', '상품수지', 'FEDFUNDS']",0.238095238
"['Volume', '상품수지', 'USSLIND']",0.235294118
"['Volume', '상품수지', 'TOTALSA']",0.181818182
"['Volume', '상품수지', 'UMCSENT']",0.181818182
"['Volume', '상품수지', '서울아파트매매가격지수']",0.307692308
"['Volume', '상품수지', 'AMBNS']",0.357142857
"['Volume', '상품수지', '자가주거비포함지수']",0.181818182
"['Volume', '상품수지', '자가주거비']",0.181818182
"['Volume', '상품수지', '수출물가지수']",0.181818182
"['Volume', '상품수지', 'EXJPUS']",0.24137931
"['Volume', '상품수지', 'EXKOUS']",0.090909091
"['Volume', '상품수지', 'EXCHUS']",0.157894737
"['Volume', '상품수지', 'XTEXVA01CNM667S']",0.076923077
"['Volume', '상품수지', '정책금리']",0.181818182
"['Volume', '상품수지', '통화량']",0.181818182
"['Volume', '상품수지', 'GACDFSA066MSFRBPHI']",0.1
"['Volume', '상품수지', 'XTIMVA01KRM667S']",0.3125
"['Volume', '상품수지', 'KORPROINDMISMEI']",0.166666667
"['Volume', '상품수지', 'KORCPIALLMINMEI']",0.230769231
"['Volume', '상품수지', 'LRUNTTTTKRM156S']",0.230769231
"['Volume', '상품수지', '한국실업률']",0.2
"['Volume', '상품수지', 'IR3TCD01KRM156N']",0.181818182
"['Volume', '상품수지', '환율평균']",0.307692308
"['Volume', 'BAA', 'UNRATE']",0.2
"['Volume', 'BAA', 'T10Y2YM']",0
"['Volume', 'BAA', 'NEWORDER']",0.3
"['Volume', 'BAA', 'CSUSHPINSA']",0.285714286
"['Volume', 'BAA', 'PCE']",0.285714286
"['Volume', 'BAA', 'LREMTTTTUSM156S']",0.3125
"['Volume', 'BAA', 'DGORDER']",0.25
"['Volume', 'BAA', 'TWEXBMTH']",0.2
"['Volume', 'BAA', 'UNRATENSA']",0.166666667
"['Volume', 'BAA', 'TCU']",0.25
"['Volume', 'BAA', 'INDPRO']",0.222222222
"['Volume', 'BAA', 'PPIACO']",0.2
"['Volume', 'BAA', 'RMFSL']",0.2
"['Volume', 'BAA', 'CPIAUCSL']",0.25
"['Volume', 'BAA', 'HOUST']",0.210526316
"['Volume', 'BAA', 'HSN1F']",0.2
"['Volume', 'BAA', 'FEDFUNDS']",0.173913043
"['Volume', 'BAA', 'USSLIND']",0.142857143
"['Volume', 'BAA', 'TOTALSA']",0.142857143
"['Volume', 'BAA', 'UMCSENT']",0.4
"['Volume', 'BAA', '서울아파트매매가격지수']",0.25
"['Volume', 'BAA', 'AMBNS']",0.166666667
"['Volume', 'BAA', '자가주거비포함지수']",0.363636364
"['Volume', 'BAA', '자가주거비']",0.285714286
"['Volume', 'BAA', '수출물가지수']",0.375
"['Volume', 'BAA', 'EXJPUS']",0.375
"['Volume', 'BAA', 'EXKOUS']",0.272727273
"['Volume', 'BAA', 'EXCHUS']",0.4
"['Volume', 'BAA', 'XTEXVA01CNM667S']",0.25
"['Volume', 'BAA', '정책금리']",0.230769231
"['Volume', 'BAA', '통화량']",0.272727273
"['Volume', 'BAA', 'GACDFSA066MSFRBPHI']",0.166666667
"['Volume', 'BAA', 'XTIMVA01KRM667S']",0.25
"['Volume', 'BAA', 'KORPROINDMISMEI']",0.222222222
"['Volume', 'BAA', 'KORCPIALLMINMEI']",0.25
"['Volume', 'BAA', 'LRUNTTTTKRM156S']",0.333333333
"['Volume', 'BAA', '한국실업률']",0
"['Volume', 'BAA', 'IR3TCD01KRM156N']",0.25
"['Volume', 'BAA', '환율평균']",0.285714286
"['Volume', 'UNRATE', 'T10Y2YM']",0.083333333
"['Volume', 'UNRATE', 'NEWORDER']",0.192307692
"['Volume', 'UNRATE', 'CSUSHPINSA']",0.136363636
"['Volume', 'UNRATE', 'PCE']",0.166666667
"['Volume', 'UNRATE', 'LREMTTTTUSM156S']",0.15
"['Volume', 'UNRATE', 'DGORDER']",0.192307692
"['Volume', 'UNRATE', 'TWEXBMTH']",0.19047619
"['Volume', 'UNRATE', 'UNRATENSA']",0.136363636
"['Volume', 'UNRATE', 'TCU']",0.111111111
"['Volume', 'UNRATE', 'INDPRO']",0.095238095
"['Volume', 'UNRATE', 'PPIACO']",0.166666667
"['Volume', 'UNRATE', 'RMFSL']",0.1
"['Volume', 'UNRATE', 'CPIAUCSL']",0.15625
"['Volume', 'UNRATE', 'HOUST']",0.172413793
"['Volume', 'UNRATE', 'HSN1F']",0.172413793
"['Volume', 'UNRATE', 'FEDFUNDS']",0.105263158
"['Volume', 'UNRATE', 'USSLIND']",0.153846154
"['Volume', 'UNRATE', 'TOTALSA']",0.1
"['Volume', 'UNRATE', 'UMCSENT']",0.185185185
"['Volume', 'UNRATE', '서울아파트매매가격지수']",0.194444444
"['Volume', 'UNRATE', 'AMBNS']",0.172413793
"['Volume', 'UNRATE', '자가주거비포함지수']",0.16
"['Volume', 'UNRATE', '자가주거비']",0.185185185
"['Volume', 'UNRATE', '수출물가지수']",0.1
"['Volume', 'UNRATE', 'EXJPUS']",0.178571429
"['Volume', 'UNRATE', 'EXKOUS']",0
"['Volume', 'UNRATE', 'EXCHUS']",0.161290323
"['Volume', 'UNRATE', 'XTEXVA01CNM667S']",0.105263158
"['Volume', 'UNRATE', '정책금리']",0.153846154
"['Volume', 'UNRATE', '통화량']",0.117647059
"['Volume', 'UNRATE', 'GACDFSA066MSFRBPHI']",0.142857143
"['Volume', 'UNRATE', 'XTIMVA01KRM667S']",0.133333333
"['Volume', 'UNRATE', 'KORPROINDMISMEI']",0.172413793
"['Volume', 'UNRATE', 'KORCPIALLMINMEI']",0.153846154
"['Volume', 'UNRATE', 'LRUNTTTTKRM156S']",0.125
"['Volume', 'UNRATE', '한국실업률']",0.15
"['Volume', 'UNRATE', 'IR3TCD01KRM156N']",0.210526316
"['Volume', 'UNRATE', '환율평균']",0.136363636
"['Volume', 'T10Y2YM', 'NEWORDER']",0.148148148
"['Volume', 'T10Y2YM', 'CSUSHPINSA']",0.115384615
"['Volume', 'T10Y2YM', 'PCE']",0.090909091
"['Volume', 'T10Y2YM', 'LREMTTTTUSM156S']",0.1
"['Volume', 'T10Y2YM', 'DGORDER']",0.105263158
"['Volume', 'T10Y2YM', 'TWEXBMTH']",0.111111111
"['Volume', 'T10Y2YM', 'UNRATENSA']",0.115384615
"['Volume', 'T10Y2YM', 'TCU']",0.095238095
"['Volume', 'T10Y2YM', 'INDPRO']",0.052631579
"['Volume', 'T10Y2YM', 'PPIACO']",0.136363636
"['Volume', 'T10Y2YM', 'RMFSL']",0.090909091
"['Volume', 'T10Y2YM', 'CPIAUCSL']",0.176470588
"['Volume', 'T10Y2YM', 'HOUST']",0.125
"['Volume', 'T10Y2YM', 'HSN1F']",0.086956522
"['Volume', 'T10Y2YM', 'FEDFUNDS']",0.142857143
"['Volume', 'T10Y2YM', 'USSLIND']",0.090909091
"['Volume', 'T10Y2YM', 'TOTALSA']",0.111111111
"['Volume', 'T10Y2YM', 'UMCSENT']",0.0625
"['Volume', 'T10Y2YM', '서울아파트매매가격지수']",0.176470588
"['Volume', 'T10Y2YM', 'AMBNS']",0.137931034
"['Volume', 'T10Y2YM', '자가주거비포함지수']",0.1
"['Volume', 'T10Y2YM', '자가주거비']",0.086956522
"['Volume', 'T10Y2YM', '수출물가지수']",0.086956522
"['Volume', 'T10Y2YM', 'EXJPUS']",0.172413793
"['Volume', 'T10Y2YM', 'EXKOUS']",0.05
"['Volume', 'T10Y2YM', 'EXCHUS']",0.125
"['Volume', 'T10Y2YM', 'XTEXVA01CNM667S']",0.055555556
"['Volume', 'T10Y2YM', '정책금리']",0.125
"['Volume', 'T10Y2YM', '통화량']",0.090909091
"['Volume', 'T10Y2YM', 'GACDFSA066MSFRBPHI']",0.142857143
"['Volume', 'T10Y2YM', 'XTIMVA01KRM667S']",0.19047619
"['Volume', 'T10Y2YM', 'KORPROINDMISMEI']",0.161290323
"['Volume', 'T10Y2YM', 'KORCPIALLMINMEI']",0.1
"['Volume', 'T10Y2YM', 'LRUNTTTTKRM156S']",0.105263158
"['Volume', 'T10Y2YM', '한국실업률']",0.15
"['Volume', 'T10Y2YM', 'IR3TCD01KRM156N']",0.173913043
"['Volume', 'T10Y2YM', '환율평균']",0.071428571
"['Volume', 'NEWORDER', 'CSUSHPINSA']",0.166666667
"['Volume', 'NEWORDER', 'PCE']",0
"['Volume', 'NEWORDER', 'LREMTTTTUSM156S']",0.1875
"['Volume', 'NEWORDER', 'DGORDER']",0.142857143
"['Volume', 'NEWORDER', 'TWEXBMTH']",0.083333333
"['Volume', 'NEWORDER', 'UNRATENSA']",0.181818182
"['Volume', 'NEWORDER', 'TCU']",0.1875
"['Volume', 'NEWORDER', 'INDPRO']",0
"['Volume', 'NEWORDER', 'PPIACO']",0.235294118
"['Volume', 'NEWORDER', 'RMFSL']",0.222222222
"['Volume', 'NEWORDER', 'CPIAUCSL']",0.2
"['Volume', 'NEWORDER', 'HOUST']",0.1875
"['Volume', 'NEWORDER', 'HSN1F']",0.178571429
"['Volume', 'NEWORDER', 'FEDFUNDS']",0.181818182
"['Volume', 'NEWORDER', 'USSLIND']",0.214285714
"['Volume', 'NEWORDER', 'TOTALSA']",0
"['Volume', 'NEWORDER', 'UMCSENT']",0
"['Volume', 'NEWORDER', '서울아파트매매가격지수']",0.192307692
"['Volume', 'NEWORDER', 'AMBNS']",0.173913043
"['Volume', 'NEWORDER', '자가주거비포함지수']",0.111111111
"['Volume', 'NEWORDER', '자가주거비']",0.076923077
"['Volume', 'NEWORDER', '수출물가지수']",0
"['Volume', 'NEWORDER', 'EXJPUS']",0.172413793
"['Volume', 'NEWORDER', 'EXKOUS']",0.25
"['Volume', 'NEWORDER', 'EXCHUS']",0.181818182
"['Volume', 'NEWORDER', 'XTEXVA01CNM667S']",0.133333333
"['Volume', 'NEWORDER', '정책금리']",0.15
"['Volume', 'NEWORDER', '통화량']",0.083333333
"['Volume', 'NEWORDER', 'GACDFSA066MSFRBPHI']",0.142857143
"['Volume', 'NEWORDER', 'XTIMVA01KRM667S']",0.25
"['Volume', 'NEWORDER', 'KORPROINDMISMEI']",0.12
"['Volume', 'NEWORDER', 'KORCPIALLMINMEI']",0.105263158
"['Volume', 'NEWORDER', 'LRUNTTTTKRM156S']",0
"['Volume', 'NEWORDER', '한국실업률']",0.176470588
"['Volume', 'NEWORDER', 'IR3TCD01KRM156N']",0.1875
"['Volume', 'NEWORDER', '환율평균']",0.222222222
"['Volume', 'CSUSHPINSA', 'PCE']",0.15625
"['Volume', 'CSUSHPINSA', 'LREMTTTTUSM156S']",0.111111111
"['Volume', 'CSUSHPINSA', 'DGORDER']",0.192307692
"['Volume', 'CSUSHPINSA', 'TWEXBMTH']",0.176470588
"['Volume', 'CSUSHPINSA', 'UNRATENSA']",0.086956522
"['Volume', 'CSUSHPINSA', 'TCU']",0.095238095
"['Volume', 'CSUSHPINSA', 'INDPRO']",0.137931034
"['Volume', 'CSUSHPINSA', 'PPIACO']",0.2
"['Volume', 'CSUSHPINSA', 'RMFSL']",0.1
"['Volume', 'CSUSHPINSA', 'CPIAUCSL']",0.15625
"['Volume', 'CSUSHPINSA', 'HOUST']",0.117647059
"['Volume', 'CSUSHPINSA', 'HSN1F']",0.086956522
"['Volume', 'CSUSHPINSA', 'FEDFUNDS']",0.153846154
"['Volume', 'CSUSHPINSA', 'USSLIND']",0.1
"['Volume', 'CSUSHPINSA', 'TOTALSA']",0.095238095
"['Volume', 'CSUSHPINSA', 'UMCSENT']",0.185185185
"['Volume', 'CSUSHPINSA', '서울아파트매매가격지수']",0.194444444
"['Volume', 'CSUSHPINSA', 'AMBNS']",0.151515152
"['Volume', 'CSUSHPINSA', '자가주거비포함지수']",0.176470588
"['Volume', 'CSUSHPINSA', '자가주거비']",0.151515152
"['Volume', 'CSUSHPINSA', '수출물가지수']",0.142857143
"['Volume', 'CSUSHPINSA', 'EXJPUS']",0.206896552
"['Volume', 'CSUSHPINSA', 'EXKOUS']",0.130434783
"['Volume', 'CSUSHPINSA', 'EXCHUS']",0.136363636
"['Volume', 'CSUSHPINSA', 'XTEXVA01CNM667S']",0.166666667
"['Volume', 'CSUSHPINSA', '정책금리']",0.15625
"['Volume', 'CSUSHPINSA', '통화량']",0.151515152
"['Volume', 'CSUSHPINSA', 'GACDFSA066MSFRBPHI']",0.142857143
"['Volume', 'CSUSHPINSA', 'XTIMVA01KRM667S']",0.178571429
"['Volume', 'CSUSHPINSA', 'KORPROINDMISMEI']",0.151515152
"['Volume', 'CSUSHPINSA', 'KORCPIALLMINMEI']",0.15625
"['Volume', 'CSUSHPINSA', 'LRUNTTTTKRM156S']",0.181818182
"['Volume', 'CSUSHPINSA', '한국실업률']",0.235294118
"['Volume', 'CSUSHPINSA', 'IR3TCD01KRM156N']",0.260869565
"['Volume', 'CSUSHPINSA', '환율평균']",0.142857143
"['Volume', 'PCE', 'LREMTTTTUSM156S']",0.1875
"['Volume', 'PCE', 'DGORDER']",0.178571429
"['Volume', 'PCE', 'TWEXBMTH']",0.193548387
"['Volume', 'PCE', 'UNRATENSA']",0.130434783
"['Volume', 'PCE', 'TCU']",0.090909091
"['Volume', 'PCE', 'INDPRO']",0.157894737
"['Volume', 'PCE', 'PPIACO']",0.2
"['Volume', 'PCE', 'RMFSL']",0.153846154
"['Volume', 'PCE', 'CPIAUCSL']",0.176470588
"['Volume', 'PCE', 'HOUST']",0.193548387
"['Volume', 'PCE', 'HSN1F']",0.181818182
"['Volume', 'PCE', 'FEDFUNDS']",0.2
"['Volume', 'PCE', 'USSLIND']",0.105263158
"['Volume', 'PCE', 'TOTALSA']",0.21875
"['Volume', 'PCE', 'UMCSENT']",0.194444444
"['Volume', 'PCE', '서울아파트매매가격지수']",0.176470588
"['Volume', 'PCE', 'AMBNS']",0.172413793
"['Volume', 'PCE', '자가주거비포함지수']",0.206896552
"['Volume', 'PCE', '자가주거비']",0.172413793
"['Volume', 'PCE', '수출물가지수']",0.227272727
"['Volume', 'PCE', 'EXJPUS']",0.2
"['Volume', 'PCE', 'EXKOUS']",0.1
"['Volume', 'PCE', 'EXCHUS']",0.12
"['Volume', 'PCE', 'XTEXVA01CNM667S']",0.16
"['Volume', 'PCE', '정책금리']",0.178571429
"['Volume', 'PCE', '통화량']",0.185185185
"['Volume', 'PCE', 'GACDFSA066MSFRBPHI']",0.142857143
"['Volume', 'PCE', 'XTIMVA01KRM667S']",0.238095238
"['Volume', 'PCE', 'KORPROINDMISMEI']",0.206896552
"['Volume', 'PCE', 'KORCPIALLMINMEI']",0.208333333
"['Volume', 'PCE', 'LRUNTTTTKRM156S']",0.166666667
"['Volume', 'PCE', '한국실업률']",0.181818182
"['Volume', 'PCE', 'IR3TCD01KRM156N']",0.260869565
"['Volume', 'PCE', '환율평균']",0.176470588
"['Volume', 'LREMTTTTUSM156S', 'DGORDER']",0.172413793
"['Volume', 'LREMTTTTUSM156S', 'TWEXBMTH']",0.1875
"['Volume', 'LREMTTTTUSM156S', 'UNRATENSA']",0.1875
"['Volume', 'LREMTTTTUSM156S', 'TCU']",0.176470588
"['Volume', 'LREMTTTTUSM156S', 'INDPRO']",0.181818182
"['Volume', 'LREMTTTTUSM156S', 'PPIACO']",0.212121212
"['Volume', 'LREMTTTTUSM156S', 'RMFSL']",0.105263158
"['Volume', 'LREMTTTTUSM156S', 'CPIAUCSL']",0.194444444
"['Volume', 'LREMTTTTUSM156S', 'HOUST']",0.161290323
"['Volume', 'LREMTTTTUSM156S', 'HSN1F']",0.181818182
"['Volume', 'LREMTTTTUSM156S', 'FEDFUNDS']",0.222222222
"['Volume', 'LREMTTTTUSM156S', 'USSLIND']",0.1875
"['Volume', 'LREMTTTTUSM156S', 'TOTALSA']",0.1875
"['Volume', 'LREMTTTTUSM156S', 'UMCSENT']",0.192307692
"['Volume', 'LREMTTTTUSM156S', '서울아파트매매가격지수']",0.212121212
"['Volume', 'LREMTTTTUSM156S', 'AMBNS']",0.171428571
"['Volume', 'LREMTTTTUSM156S', '자가주거비포함지수']",0.222222222
"['Volume', 'LREMTTTTUSM156S', '자가주거비']",0.214285714
"['Volume', 'LREMTTTTUSM156S', '수출물가지수']",0.178571429
"['Volume', 'LREMTTTTUSM156S', 'EXJPUS']",0.212121212
"['Volume', 'LREMTTTTUSM156S', 'EXKOUS']",0.205882353
"['Volume', 'LREMTTTTUSM156S', 'EXCHUS']",0.193548387
"['Volume', 'LREMTTTTUSM156S', 'XTEXVA01CNM667S']",0.2
"['Volume', 'LREMTTTTUSM156S', '정책금리']",0.181818182
"['Volume', 'LREMTTTTUSM156S', '통화량']",0.222222222
"['Volume', 'LREMTTTTUSM156S', 'GACDFSA066MSFRBPHI']",0.142857143
"['Volume', 'LREMTTTTUSM156S', 'XTIMVA01KRM667S']",0.212121212
"['Volume', 'LREMTTTTUSM156S', 'KORPROINDMISMEI']",0.194444444
"['Volume', 'LREMTTTTUSM156S', 'KORCPIALLMINMEI']",0.214285714
"['Volume', 'LREMTTTTUSM156S', 'LRUNTTTTKRM156S']",0.193548387
"['Volume', 'LREMTTTTUSM156S', '한국실업률']",0.16
"['Volume', 'LREMTTTTUSM156S', 'IR3TCD01KRM156N']",0.192307692
"['Volume', 'LREMTTTTUSM156S', '환율평균']",0.2
"['Volume', 'DGORDER', 'TWEXBMTH']",0.117647059
"['Volume', 'DGORDER', 'UNRATENSA']",0.185185185
"['Volume', 'DGORDER', 'TCU']",0.181818182
"['Volume', 'DGORDER', 'INDPRO']",0.133333333
"['Volume', 'DGORDER', 'PPIACO']",0.173913043
"['Volume', 'DGORDER', 'RMFSL']",0.222222222
"['Volume', 'DGORDER', 'CPIAUCSL']",0.181818182
"['Volume', 'DGORDER', 'HOUST']",0.214285714
"['Volume', 'DGORDER', 'HSN1F']",0.178571429
"['Volume', 'DGORDER', 'FEDFUNDS']",0.133333333
"['Volume', 'DGORDER', 'USSLIND']",0.2
"['Volume', 'DGORDER', 'TOTALSA']",0.117647059
"['Volume', 'DGORDER', 'UMCSENT']",0.208333333
"['Volume', 'DGORDER', '서울아파트매매가격지수']",0.194444444
"['Volume', 'DGORDER', 'AMBNS']",0.230769231
"['Volume', 'DGORDER', '자가주거비포함지수']",0.178571429
"['Volume', 'DGORDER', '자가주거비']",0.178571429
"['Volume', 'DGORDER', '수출물가지수']",0.157894737
"['Volume', 'DGORDER', 'EXJPUS']",0.153846154
"['Volume', 'DGORDER', 'EXKOUS']",0.105263158
"['Volume', 'DGORDER', 'EXCHUS']",0.12
"['Volume', 'DGORDER', 'XTEXVA01CNM667S']",0.222222222
"['Volume', 'DGORDER', '정책금리']",0.173913043
"['Volume', 'DGORDER', '통화량']",0.178571429
"['Volume', 'DGORDER', 'GACDFSA066MSFRBPHI']",0.214285714
"['Volume', 'DGORDER', 'XTIMVA01KRM667S']",0.25
"['Volume', 'DGORDER', 'KORPROINDMISMEI']",0.210526316
"['Volume', 'DGORDER', 'KORCPIALLMINMEI']",0.178571429
"['Volume', 'DGORDER', 'LRUNTTTTKRM156S']",0.166666667
"['Volume', 'DGORDER', '한국실업률']",0.125
"['Volume', 'DGORDER', 'IR3TCD01KRM156N']",0.227272727
"['Volume', 'DGORDER', '환율평균']",0.2
"['Volume', 'TWEXBMTH', 'UNRATENSA']",0.19047619
"['Volume', 'TWEXBMTH', 'TCU']",0.117647059
"['Volume', 'TWEXBMTH', 'INDPRO']",0.083333333
"['Volume', 'TWEXBMTH', 'PPIACO']",0.285714286
"['Volume', 'TWEXBMTH', 'RMFSL']",0.130434783
"['Volume', 'TWEXBMTH', 'CPIAUCSL']",0.171428571
"['Volume', 'TWEXBMTH', 'HOUST']",0.206896552
"['Volume', 'TWEXBMTH', 'HSN1F']",0.181818182
"['Volume', 'TWEXBMTH', 'FEDFUNDS']",0.2
"['Volume', 'TWEXBMTH', 'USSLIND']",0.166666667
"['Volume', 'TWEXBMTH', 'TOTALSA']",0.111111111
"['Volume', 'TWEXBMTH', 'UMCSENT']",0.142857143
"['Volume', 'TWEXBMTH', '서울아파트매매가격지수']",0.194444444
"['Volume', 'TWEXBMTH', 'AMBNS']",0.1875
"['Volume', 'TWEXBMTH', '자가주거비포함지수']",0.2
"['Volume', 'TWEXBMTH', '자가주거비']",0.1875
"['Volume', 'TWEXBMTH', '수출물가지수']",0.125
"['Volume', 'TWEXBMTH', 'EXJPUS']",0.166666667
"['Volume', 'TWEXBMTH', 'EXKOUS']",0.1
"['Volume', 'TWEXBMTH', 'EXCHUS']",0.166666667
"['Volume', 'TWEXBMTH', 'XTEXVA01CNM667S']",0
"['Volume', 'TWEXBMTH', '정책금리']",0.172413793
"['Volume', 'TWEXBMTH', '통화량']",0.222222222
"['Volume', 'TWEXBMTH', 'GACDFSA066MSFRBPHI']",0.142857143
"['Volume', 'TWEXBMTH', 'XTIMVA01KRM667S']",0.25
"['Volume', 'TWEXBMTH', 'KORPROINDMISMEI']",0.214285714
"['Volume', 'TWEXBMTH', 'KORCPIALLMINMEI']",0.192307692
"['Volume', 'TWEXBMTH', 'LRUNTTTTKRM156S']",0.176470588
"['Volume', 'TWEXBMTH', '한국실업률']",0.266666667
"['Volume', 'TWEXBMTH', 'IR3TCD01KRM156N']",0.227272727
"['Volume', 'TWEXBMTH', '환율평균']",0.151515152
"['Volume', 'UNRATENSA', 'TCU']",0.090909091
"['Volume', 'UNRATENSA', 'INDPRO']",0.136363636
"['Volume', 'UNRATENSA', 'PPIACO']",0.222222222
"['Volume', 'UNRATENSA', 'RMFSL']",0.111111111
"['Volume', 'UNRATENSA', 'CPIAUCSL']",0.15625
"['Volume', 'UNRATENSA', 'HOUST']",0.178571429
